Review,keyphrases,Topic_Name,Score,Document_ID
"The job at Adani is good and tremendous scope is there for managers to grow with competitive advantage. The timing of the office is excellent and salary is the best part. However, be loyal and be global is the advice. Excellent projects. Hierarchy","The job, Adani, good and tremendous scope, managers, competitive advantage, The timing, the office, salary, the best part, the advice, Excellent projects, Hierarchy",Salary and Benefits,0.10790994558403601,407
"My Over all review for Adani Group is excellent , They have good growth opportunities and work culture . The company takes good care of their employees and provide Meals at Cafeteria at subsidized rates. The company also take care of Health and we'll beibg of employees by regularly getting health check done along with In house Yoga Instructor . Brand. Long hours","all review, Adani Group, good growth opportunities, work culture, The company, good care, their employees, Meals, Cafeteria, subsidized rates, The company, care, Health, employees, health check, house Yoga Instructor, Brand, Long hours",Company Culture and Management,0.19219649063582644,408
good working culture and having good work exposure . worked in different position and location and various varticals. very good org and feel proud working in such org. productive. ok,"good working culture, good work exposure, different position, location, various varticals, very good org, such org",Company Culture and Management,0.08167851764339323,409
Reporting authority not evaluate each and every kra & kpi under department working only according gesture evaluation done and job transfer frequently to far.,"Reporting authority, every kra, kpi, department, gesture evaluation",Work-Life Balance,0.0,410
Timely reporting stock statement Due date follow up audit in time period stock taking with auditor debtors controlling SAP implimatattion ledger work and petty cash maintened. free lunch. on due date only,"stock statement, audit, time period stock, auditor debtors, SAP implimatattion ledger work, petty cash, free lunch, due date",Work-Life Balance,0.0720473328789453,411
"Starting Days Was Worst Because There Are No Time To Leave Office Its Depends Upon Your Manager Mood After One Month Its Good Because I Know Alsmost Every Rules How To Work. Good Office Environment, Office Design, Office Place. My Manager Is Not Behaving Good With Us","Starting Days, No Time, Office, Its Depends, Your Manager, One Month, Alsmost, Every Rules, Good Office Environment, Office Design, Office Place, My Manager",Work-Life Balance,0.0,412
"Its a good place to work, however, a little stressful due to longer working hours. Standards are good, Have a very beautiful well maintained office head quarter in Ahmedabad, Gujarat, India. Many good policies, Job security, Great office buidling. Long Hours","Its a good place, longer working hours, Standards, a very beautiful well maintained office head quarter, Ahmedabad, Gujarat, India, Many good policies, Job security, Great office, Long Hours",Job Security,0.20956792118646786,413
"I have more than 15 years experience in construction of thermal power plant and solar plant, specialist in construction of thermal Supercritical and Subcritical boiler and it's auxiliaries and solar plant, solar manufacturing units.","more than 15 years experience, construction, thermal power plant, solar plant, specialist, construction, thermal Supercritical and Subcritical boiler, it's auxiliaries and solar plant, solar manufacturing units",Salary and Benefits,0.05996619274743979,414
It's a very nice place to work they have a very e immunity full township they have good facilities for transportation from home to work place they have a very good work culture they have a very good work life balance they appreciate good working people they have lot of trainings to improve yourself the top management or you can say owners are very open you can go and directly meet them they you can say anything whatever you want it so I like to work in this company,"a very nice place, a very e immunity full township, good facilities, transportation, home, work place, a very good work culture, a very good work life balance, good working people, lot, trainings, the top management, owners, this company",Work-Life Balance,0.274196928030785,415
"Considering, the current scenario in power business, ADANI is doing best and the policies are crystal clear. The work places are very well hygeinic and work culture is good. Best in Power Sector. Salaries are comparatively less, but looking at other aspects, its Good.","the current scenario, power business, ADANI, the policies, The work places, hygeinic and work culture, Power Sector, Salaries, other aspects",Skill Development and Work Satisfaction,0.12825499391141074,416
"Fully empowered workplace, supported by leadership, challenging opportunities, work life balance, employee friendly environment and best in class office and tools available, great teamwork","Fully empowered workplace, leadership, challenging opportunities, work life balance, employee friendly environment, class office, tools, , great teamwork",Work-Life Balance,0.34419785773999545,417
A nice place to work with like minded people. Had a great exposure in meeting compliance requirement of GST and HST returns. Was associated with litigation team for appeals and assessments.,"A nice place, like minded people, a great exposure, meeting compliance requirement, GST and HST returns, litigation team, appeals, assessments",Salary and Benefits,0.04626225433759683,418
Doesnt care anything about its employee. Worst work life balance. Discrimination between a bcom graduate and an engineer after they are recruited at an MBA level in terms of salary.,"its employee, Worst work life balance, Discrimination, a bcom graduate, an engineer, an MBA level, terms, salary",Work-Life Balance,0.3369656008997733,419
Company is excellent and working staff is supportive and good facilities and all things like hospitality and job security is excellent and lots of other benefits here,"Company, excellent and working staff, supportive and good facilities, all things, hospitality, job security, lots, other benefits",Job Security,0.3039067555239453,420
"It was great experience working with Adani, there were lot of learnings which help me to develop professionally and personally. Overall it was great that i started with FMCG company","great experience, Adani, lot, learnings, FMCG company",Company Culture and Management,0.15208956516123456,421
"Good company to work if you able to handel pressure. Brand loyality is good, managment is supportive, must capable to handel big business, business size is big.","Good company, pressure, Brand loyality, managment, big business, business size",Company Culture and Management,0.11505140535703817,422
Good company in India for work. Management and working life is very perfectly. Easily understand the problems of employees. Work culture is very enjoyable.,"Good company, India, work, Management, working life, the problems, employees, Work culture",Company Culture and Management,0.40269783218183774,423
Hard work...... In the company And management are very good Company is very reputed.but more than 50% work are contractor or contract basis In this company high level sefty are ferferred,"Hard work, the company, management, very good Company, very reputed.but more than 50% work, contractor, contract basis, this company high level sefty",Company Culture and Management,0.3142018320501851,424
That's good company good work experience is learn at adani power plant Nice engineer to do a work at helping a work. Greet management at adani power limited,"good company good work experience, adani power plant, Nice engineer, a work, a work, Greet management, adani power",Work-Life Balance,0.19943061212126986,425
अदानी कंपनी बहुत बढ़िया कंपनी है जो कि जहां पर सबसे बड़ा पावर प्लांट पाया गया वहां का वर्क फैसिलिटी सब बढ़िया है ओन्ली सैलरी जैसे हमने वहां से कार्य छोड़ दिया है,"अदानी कंपनी बहुत, बड़ा पावर, पाया गया वहां का वर्क फैसिलिटी, बढ़िया, ओन्ली सैलरी जैसे हमने, दिया है",Work-Life Balance,0.0,426
Salary is not as per the work load. Too much hierarchy. Have to work even on weekends. Minimum 12 hrs of work on a daily basis. Increment is not as per industry standards,"Salary, the work load, Too much hierarchy, weekends, Minimum 12 hrs, work, a daily basis, Increment, industry standards",Work-Life Balance,0.15570735919438278,427
"Balanced work life with better environment ,Job occurs at various locations in india, career growth is not enough with adani.","Balanced work life, better environment, Job, various locations, india, career growth, adani",Work-Life Balance,0.24413906767343385,428
,,Work-Life Balance,0.0,429
Good company for learning while working,Good company,Company Culture and Management,0.30266423226280154,430
Supply chain,Supply chain,Work-Life Balance,0.0,431
Work Culture,Work Culture,Company Culture and Management,0.36021078668480105,432
Overall Experience,Overall Experience,Work-Life Balance,0.0,433
Nice,,Work-Life Balance,0.0,434
Nice culture,Nice culture,Company Culture and Management,0.30266423226280154,435
Growth with goodness,"Growth, goodness",Work-Life Balance,0.0,436
Project manager,Project manager,Work-Life Balance,0.0,437
Assistant manager,Assistant manager,Work-Life Balance,0.0,438
Company review,Company review,Company Culture and Management,0.30266423226280154,439
Good,,Work-Life Balance,0.0,440
Project Management,Project Management,Company Culture and Management,0.30266423226280154,441
The overall experience with Adani was fantastic,"The overall experience, Adani",Work-Life Balance,0.0,442
Great,,Work-Life Balance,0.0,443
,,Work-Life Balance,0.0,444
Good workplace,Good workplace,Work-Life Balance,0.0,445
Overall Good,Overall Good,Work-Life Balance,0.0,446
"Except for specific persons, company is good","specific persons, company",Company Culture and Management,0.2398736588102846,447
Quality Control and assurance Engineer,Quality Control and assurance Engineer,Salary and Benefits,0.0928646753251586,448
Overall ok experience,Overall ok experience,Work-Life Balance,0.0,449
,,Work-Life Balance,0.0,450
Fine,,Work-Life Balance,0.0,451
Dedicated work but too many overtimes,"Dedicated work, too many overtimes",Work-Life Balance,0.14993450805086697,452
Good for freshers,freshers,Work-Life Balance,0.0,453
Good company to work with,Good company,Company Culture and Management,0.30266423226280154,454
,,Work-Life Balance,0.0,455
Nice place to explore sports domain. Great leaders,"Nice place, sports domain, Great leaders",Work-Life Balance,0.0,456
Good work culture,Good work culture,Company Culture and Management,0.2656525871592213,457
Adani Group is a secure job for new employees,"Adani Group, a secure job, new employees",Job Security,0.22228295579005103,458
Good,,Work-Life Balance,0.0,459
Adani Electricity,Adani Electricity,Work-Life Balance,0.0,460
Hi,,Work-Life Balance,0.0,461
Design at Adani Airports,"Design, Adani Airports",Work-Life Balance,0.0,462
Salary details,Salary details,Salary and Benefits,0.36863420736354363,463
Senior Manager Business Development,Senior Manager Business Development,Skill Development and Work Satisfaction,0.18506997472858622,464
Not such good experience,Not such good experience,Work-Life Balance,0.0,465
Nice salary,Nice salary,Salary and Benefits,0.36863420736354363,466
About Ahmedabad Airport ,Ahmedabad Airport,Work-Life Balance,0.0,467
Good company,Good company,Company Culture and Management,0.30266423226280154,468
Company is good but should have some rules,"Company, some rules",Company Culture and Management,0.2398736588102846,469
Good company,Good company,Company Culture and Management,0.30266423226280154,470
Adani,Adani,Work-Life Balance,0.0,471
Over all good,,Work-Life Balance,0.0,472
"Hybrid cloud infra(AWS,Azure,GCP) plus on-premises","Hybrid cloud infra(AWS, GCP, premises",Work-Life Balance,0.0,473
Great Learning,Great Learning,Work-Life Balance,0.0,474
Great company,Great company,Company Culture and Management,0.30266423226280154,475
Life at Adani Realty,"Life, Adani Realty",Work-Life Balance,0.27247929980483493,476
Adani Group,Adani Group,Work-Life Balance,0.0,477
Good company,Good company,Company Culture and Management,0.30266423226280154,478
,,Work-Life Balance,0.0,479
,,Work-Life Balance,0.0,480
Good company,Good company,Company Culture and Management,0.30266423226280154,481
,,Work-Life Balance,0.0,482
Decent company to work,Decent company,Company Culture and Management,0.30266423226280154,483
Good company,Good company,Company Culture and Management,0.30266423226280154,484
Ok,,Work-Life Balance,0.0,485
Alright place,Alright place,Work-Life Balance,0.0,486
,,Work-Life Balance,0.0,487
Salary,Salary,Salary and Benefits,0.5771555873367612,488
Great place to work,Great place,Work-Life Balance,0.0,489
Great company,Great company,Company Culture and Management,0.30266423226280154,490
Good work,Good work,Work-Life Balance,0.2594964641492548,491
Mixed Bag,Mixed Bag,Work-Life Balance,0.0,492
good,,Work-Life Balance,0.0,493
Review headlines,Review,Work-Life Balance,0.0,494
Renewable,,Work-Life Balance,0.0,495
Adani,Adani,Work-Life Balance,0.0,496
,,Work-Life Balance,0.0,497
,,Work-Life Balance,0.0,498
Good,,Work-Life Balance,0.0,499
"They hire without firm commitment to begin projects, Then hold and delay projects to ruin others career","firm commitment, projects, projects, career",Work-Life Balance,0.0,500
Nothing,,Work-Life Balance,0.0,501
Proper corporate,Proper corporate,Work-Life Balance,0.0,502
Lack of digital proficiency,"Lack, digital proficiency",Work-Life Balance,0.0,503
Salary Benefit,Salary Benefit,Salary and Benefits,0.36863420736354363,504
culture,culture,Company Culture and Management,0.47386908010193163,505
Work life balance is missing,Work life balance,Work-Life Balance,1.0,506
culture,culture,Company Culture and Management,0.47386908010193163,507
good,,Work-Life Balance,0.0,508
Inaccessability ,Inaccessability,Work-Life Balance,0.0,509
Fine place to work,Fine place,Work-Life Balance,0.0,510
good,,Work-Life Balance,0.0,511
neutral work,neutral work,Work-Life Balance,0.2594964641492548,512
good,,Work-Life Balance,0.0,513
Senior Manager,Senior Manager,Work-Life Balance,0.0,514
Horrible Workplace. Never fall in trap to join it.,"Horrible Workplace, trap",Work-Life Balance,0.0,515
amazing people,amazing people,Work-Life Balance,0.0,516
worst company culture,worst company culture,Company Culture and Management,0.5381451946050216,517
Good company to work for,Good company,Company Culture and Management,0.30266423226280154,518
Good company,Good company,Company Culture and Management,0.30266423226280154,519
good,,Work-Life Balance,0.0,520
Review headlines,Review,Work-Life Balance,0.0,521
Career Growth,Career Growth,Work-Life Balance,0.0,522
Renewable,,Work-Life Balance,0.0,523
Adani,Adani,Work-Life Balance,0.0,524
Senior Manager,Senior Manager,Work-Life Balance,0.0,525
Adani solar manufacturing unit,Adani solar manufacturing unit,Work-Life Balance,0.0,526
Work culture,Work culture,Company Culture and Management,0.36021078668480105,527
Work life balance is missing,Work life balance,Work-Life Balance,1.0,528
Culture,Culture,Company Culture and Management,0.47386908010193163,529
Good place to work,Good place,Work-Life Balance,0.0,530
Good company to work for,Good company,Company Culture and Management,0.30266423226280154,531
salary benefits,salary benefits,Salary and Benefits,0.8854872684207133,532
Lack of digital proficiency,"Lack, digital proficiency",Work-Life Balance,0.0,533
Proper Corporate,Proper Corporate,Work-Life Balance,0.0,534
Work culture,Work culture,Company Culture and Management,0.36021078668480105,535
Review,,Work-Life Balance,0.0,536
"They hire without firm commitment to begin projects, Then hold and delay projects to ruin others career","firm commitment, projects, projects, career",Work-Life Balance,0.0,537
Good,,Work-Life Balance,0.0,538
Horrible Workplace. Never fall in trap to join it.,"Horrible Workplace, trap",Work-Life Balance,0.0,539
Adani Digital Labs is worst place to buy work,"Adani Digital Labs, worst place, work",Work-Life Balance,0.13563026404753545,540
Good,,Work-Life Balance,0.0,541
Worst management i have seen in my entire career,"Worst management, my entire career",Company Culture and Management,0.1816516346734113,542
Humiliation shop & Scam House,"Humiliation shop, Scam House",Work-Life Balance,0.0,543
jov,jov,Work-Life Balance,0.0,544
Good for the one who wants to work in core culture,"the one, core culture",Company Culture and Management,0.2047974594361075,545
Good,,Work-Life Balance,0.0,546
Internal Auditor Salary,Internal Auditor Salary,Salary and Benefits,0.2921575351729798,547
Good,,Work-Life Balance,0.0,548
Business Analyst at AEL,"Business Analyst, AEL",Work-Life Balance,0.0,549
Adani Group review,Adani Group review,Work-Life Balance,0.0,550
nice place,nice place,Work-Life Balance,0.0,551
Good Company,Good Company,Company Culture and Management,0.30266423226280154,552
"Not a good company to work with Adani defence and aerospace in long term
","Not a good company, Adani defence, aerospace, long term",Company Culture and Management,0.14185520164948803,553
Job staticfy,Job staticfy,Job Security,0.4079486097433083,554
Payment is good,Payment,Work-Life Balance,0.0,555
MEP Electrical,MEP Electrical,Work-Life Balance,0.0,556
Solar power plants Constructions and operations -capacity of 450 Mw,"Solar power, Constructions and operations -capacity, 450 Mw",Salary and Benefits,0.0712426570761112,557
Good,,Work-Life Balance,0.0,558
Work culture,Work culture,Company Culture and Management,0.36021078668480105,559
Working on the live projects,the live projects,Work-Life Balance,0.0,560
Working on the live projects,the live projects,Work-Life Balance,0.0,561
Transmission,Transmission,Work-Life Balance,0.0,562
Good,,Work-Life Balance,0.0,563
Good working enviroment,Good working enviroment,Work-Life Balance,0.0,564
Worst management i have seen in my entire career,"Worst management, my entire career",Company Culture and Management,0.1816516346734113,565
Good,,Work-Life Balance,0.0,566
Good,,Work-Life Balance,0.0,567
Good,,Work-Life Balance,0.0,568
Good work life balance,Good work life balance,Work-Life Balance,0.8080598199019293,569
Good to learn. But bad culture wise. People carry to much EGO,"bad culture, People, much EGO",Company Culture and Management,0.1816516346734113,570
Solar power plants Constructions and operations -capacity of 450 Mw,"Solar power, Constructions and operations -capacity, 450 Mw",Salary and Benefits,0.0712426570761112,571
,,Work-Life Balance,0.0,572
Service,Service,Work-Life Balance,0.0,573
MEP Electrical,MEP Electrical,Work-Life Balance,0.0,574
adani,adani,Work-Life Balance,0.0,575
Pathetic,,Work-Life Balance,0.0,576
Hydro Power & Pump Storage Expert,"Hydro Power, Pump Storage Expert",Work-Life Balance,0.0,577
Finance,Finance,Work-Life Balance,0.0,578
Good,,Work-Life Balance,0.0,579
Not the right place for light hearted,Not the right place,Work-Life Balance,0.0,580
